passo,Signal 1,Signal 2,Signal 3,Signal 4
unidade,(N)^2,(m/s^2)^2,(m/s^2)^2,(m/s^2)^2
4.150000000000E+01,1.774319E-07,3.446666E-09,2.835923E-09,1.073036E-08
4.200000000000E+01,2.383650E-07,2.454987E-09,3.433858E-09,1.237204E-08
4.250000000000E+01,4.687043E-07,2.448906E-09,7.019348E-09,2.353440E-08
4.300000000000E+01,9.126443E-07,2.618731E-09,1.299298E-08,4.941181E-08
4.350000000000E+01,1.841434E-06,6.767483E-09,3.075841E-08,1.165111E-07
4.400000000000E+01,4.874143E-06,1.235394E-08,5.869656E-08,1.915131E-07
4.450000000000E+01,1.417240E-05,1.879898E-08,8.747691E-08,3.420506E-07
4.500000000000E+01,2.068677E-05,2.912883E-08,1.191251E-07,5.378527E-07
4.550000000000E+01,5.011895E-05,9.667075E-08,3.131294E-07,1.489539E-06
4.600000000000E+01,8.007653E-05,1.731937E-07,4.766522E-07,2.398683E-06
4.650000000000E+01,1.788167E-04,4.258476E-07,1.059469E-06,5.565292E-06
4.700000000000E+01,3.029958E-04,8.279732E-07,1.735735E-06,9.472435E-06
4.750000000000E+01,1.019050E-03,3.307056E-06,5.640949E-06,3.313802E-05
4.800000000000E+01,1.773105E-03,6.270883E-06,9.671329E-06,5.827478E-05
4.850000000000E+01,3.644989E-03,1.456361E-05,1.885491E-05,1.217507E-04
