freq (Hz),Signal 2 (Real),Signal 2 (Imag.),Signal 3 (Real),Signal 3 (Imag.),Signal 4 (Real),Signal 4 (Imag.)
1.130000000000E+02,2.189081E-01,6.975282E-03,2.375130E-01,-3.087949E-03,-2.984101E-01,2.504878E-03
1.135000000000E+02,2.142166E-01,7.001917E-03,2.398979E-01,-3.334047E-03,-2.987972E-01,3.163075E-03
1.140000000000E+02,2.082131E-01,6.890704E-03,2.430247E-01,-2.803965E-03,-2.984262E-01,2.974505E-03
1.145000000000E+02,2.040083E-01,7.197487E-03,2.447044E-01,-2.271119E-03,-2.977258E-01,2.489086E-03
1.150000000000E+02,1.991192E-01,7.510617E-03,2.475522E-01,-1.905003E-03,-2.978797E-01,1.768780E-03
1.155000000000E+02,1.940274E-01,7.718926E-03,2.505256E-01,-8.320643E-04,-2.987615E-01,2.953144E-04
1.160000000000E+02,1.902419E-01,8.204960E-03,2.530595E-01,5.771698E-04,-3.003397E-01,-1.194333E-03
1.165000000000E+02,1.856624E-01,9.003100E-03,2.581336E-01,1.916378E-03,-3.034177E-01,-2.782136E-03
1.170000000000E+02,1.809947E-01,9.013527E-03,2.650611E-01,1.913411E-03,-3.082376E-01,-1.983142E-03
1.175000000000E+02,1.755038E-01,8.214886E-03,2.705972E-01,-3.842726E-04,-3.128622E-01,6.432546E-04
1.180000000000E+02,1.707414E-01,8.425582E-03,2.740083E-01,-2.639517E-03,-3.145727E-01,2.901222E-03
1.185000000000E+02,1.666387E-01,8.810965E-03,2.771074E-01,-3.335060E-03,-3.160349E-01,4.364231E-03
1.190000000000E+02,1.608835E-01,8.677620E-03,2.808535E-01,-4.138134E-03,-3.179084E-01,5.783073E-03
1.195000000000E+02,1.563021E-01,8.725421E-03,2.840278E-01,-5.089065E-03,-3.194604E-01,6.890281E-03
1.200000000000E+02,1.508899E-01,9.199128E-03,2.882872E-01,-5.940164E-03,-3.207068E-01,8.354482E-03
1.205000000000E+02,1.440487E-01,8.578000E-03,2.937524E-01,-6.574337E-03,-3.231033E-01,9.322740E-03
1.210000000000E+02,1.375557E-01,9.457225E-03,2.984217E-01,-7.145174E-03,-3.252200E-01,9.551359E-03
1.215000000000E+02,1.317257E-01,1.000858E-02,3.030863E-01,-7.877841E-03,-3.285282E-01,9.972132E-03
1.220000000000E+02,1.273643E-01,1.015332E-02,3.068370E-01,-8.265244E-03,-3.310595E-01,1.055321E-02
1.225000000000E+02,1.211370E-01,1.111263E-02,3.126062E-01,-9.280406E-03,-3.346246E-01,1.162436E-02
1.230000000000E+02,1.144070E-01,1.179829E-02,3.186139E-01,-9.569580E-03,-3.383029E-01,1.264493E-02
1.235000000000E+02,1.071537E-01,1.265733E-02,3.243131E-01,-1.024919E-02,-3.422253E-01,1.316251E-02
1.240000000000E+02,1.006188E-01,1.276933E-02,3.304658E-01,-1.110310E-02,-3.464508E-01,1.363450E-02
1.245000000000E+02,9.557043E-02,1.316068E-02,3.352745E-01,-1.165839E-02,-3.497920E-01,1.397024E-02
1.250000000000E+02,8.714938E-02,1.410242E-02,3.439517E-01,-1.237412E-02,-3.560344E-01,1.513653E-02
1.255000000000E+02,7.998092E-02,1.508693E-02,3.510798E-01,-1.330209E-02,-3.610062E-01,1.594923E-02
1.260000000000E+02,7.193580E-02,1.593856E-02,3.593388E-01,-1.427729E-02,-3.669840E-01,1.713669E-02
1.265000000000E+02,6.385100E-02,1.657814E-02,3.672788E-01,-1.465028E-02,-3.727708E-01,1.812375E-02
1.270000000000E+02,5.660515E-02,1.777753E-02,3.745484E-01,-1.599186E-02,-3.784218E-01,1.881441E-02
1.275000000000E+02,4.527243E-02,1.938380E-02,3.863194E-01,-1.723523E-02,-3.870165E-01,2.071018E-02
1.280000000000E+02,3.841203E-02,1.979046E-02,3.937508E-01,-1.807401E-02,-3.924676E-01,2.171217E-02
1.285000000000E+02,2.762411E-02,2.076914E-02,4.049657E-01,-1.948619E-02,-4.013577E-01,2.278780E-02
1.290000000000E+02,1.457073E-02,2.354242E-02,4.184678E-01,-2.201776E-02,-4.115017E-01,2.499328E-02
1.295000000000E+02,6.291328E-03,2.461332E-02,4.275048E-01,-2.335143E-02,-4.184812E-01,2.604808E-02
1.300000000000E+02,-6.878551E-03,2.652648E-02,4.421169E-01,-2.523512E-02,-4.303361E-01,2.844206E-02
1.305000000000E+02,-1.784313E-02,2.839079E-02,4.542791E-01,-2.713286E-02,-4.397066E-01,3.049142E-02
1.310000000000E+02,-2.715992E-02,3.042838E-02,4.648902E-01,-2.944685E-02,-4.476146E-01,3.239557E-02
1.315000000000E+02,-4.194715E-02,3.373595E-02,4.817176E-01,-3.252807E-02,-4.613497E-01,3.545757E-02
1.320000000000E+02,-6.047708E-02,3.712507E-02,5.027021E-01,-3.560788E-02,-4.791974E-01,3.826767E-02
1.325000000000E+02,-7.535119E-02,3.919490E-02,5.194777E-01,-3.834867E-02,-4.923676E-01,4.124628E-02
1.330000000000E+02,-9.446465E-02,4.288565E-02,5.412545E-01,-4.312259E-02,-5.087945E-01,4.611540E-02
1.335000000000E+02,-1.089214E-01,4.633441E-02,5.579710E-01,-4.663299E-02,-5.222600E-01,4.953673E-02
1.340000000000E+02,-1.362172E-01,5.318430E-02,5.901920E-01,-5.379661E-02,-5.493367E-01,5.638224E-02
1.345000000000E+02,-1.471551E-01,5.624828E-02,6.028124E-01,-5.709833E-02,-5.598639E-01,5.964633E-02
1.350000000000E+02,-1.732294E-01,6.206955E-02,6.340144E-01,-6.401037E-02,-5.853891E-01,6.647124E-02
1.355000000000E+02,-2.101231E-01,7.199930E-02,6.773828E-01,-7.497705E-02,-6.210983E-01,7.633130E-02
1.360000000000E+02,-2.321760E-01,8.052535E-02,7.040166E-01,-8.420324E-02,-6.428577E-01,8.462563E-02
1.365000000000E+02,-2.571708E-01,8.840140E-02,7.339760E-01,-9.276343E-02,-6.675818E-01,9.262825E-02
1.370000000000E+02,-2.997195E-01,1.017213E-01,7.848656E-01,-1.077141E-01,-7.100213E-01,1.062300E-01
1.375000000000E+02,-3.406003E-01,1.164240E-01,8.345687E-01,-1.244248E-01,-7.509109E-01,1.216208E-01
1.380000000000E+02,-3.827205E-01,1.344058E-01,8.851687E-01,-1.456408E-01,-7.930098E-01,1.409254E-01
1.385000000000E+02,-4.429123E-01,1.600936E-01,9.582027E-01,-1.751058E-01,-8.545249E-01,1.682668E-01
1.390000000000E+02,-5.078396E-01,1.892035E-01,1.038229E+00,-2.082127E-01,-9.208667E-01,1.982882E-01
1.395000000000E+02,-5.450029E-01,2.084560E-01,1.083865E+00,-2.306884E-01,-9.586580E-01,2.184759E-01
1.400000000000E+02,-6.636299E-01,2.705499E-01,1.229427E+00,-3.032773E-01,-1.078974E+00,2.835683E-01
1.405000000000E+02,-7.435057E-01,3.281639E-01,1.328417E+00,-3.705492E-01,-1.161270E+00,3.432104E-01
1.410000000000E+02,-8.764266E-01,4.453956E-01,1.493873E+00,-5.101326E-01,-1.298032E+00,4.663463E-01
1.415000000000E+02,-9.993900E-01,5.573071E-01,1.647437E+00,-6.438029E-01,-1.424994E+00,5.829974E-01
1.420000000000E+02,-1.129586E+00,7.511848E-01,1.812649E+00,-8.775832E-01,-1.558972E+00,7.846190E-01
1.425000000000E+02,-1.281578E+00,1.066163E+00,2.008619E+00,-1.258303E+00,-1.715318E+00,1.113317E+00
1.430000000000E+02,-1.397515E+00,1.471174E+00,2.162794E+00,-1.750598E+00,-1.833636E+00,1.535812E+00
1.435000000000E+02,-1.321958E+00,2.087830E+00,2.090298E+00,-2.509414E+00,-1.752695E+00,2.178129E+00
1.440000000000E+02,-8.427015E-01,2.837887E+00,1.527044E+00,-3.444408E+00,-1.250032E+00,2.958284E+00
1.445000000000E+02,-1.148182E-01,3.173524E+00,6.447451E-01,-3.881020E+00,-4.898932E-01,3.305888E+00
1.450000000000E+02,1.134807E+00,2.997663E+00,-8.949033E-01,-3.709084E+00,8.127379E-01,3.119444E+00
1.455000000000E+02,1.773259E+00,2.288569E+00,-1.704352E+00,-2.862048E+00,1.478373E+00,2.379296E+00
1.460000000000E+02,1.918534E+00,1.719386E+00,-1.903864E+00,-2.169178E+00,1.629837E+00,1.786691E+00
1.465000000000E+02,1.879279E+00,1.255708E+00,-1.872630E+00,-1.598423E+00,1.588914E+00,1.304267E+00
1.470000000000E+02,1.749929E+00,8.895431E-01,-1.728298E+00,-1.144458E+00,1.455367E+00,9.228625E-01
1.475000000000E+02,1.594183E+00,6.490659E-01,-1.547549E+00,-8.435763E-01,1.294394E+00,6.729068E-01
1.480000000000E+02,1.443533E+00,4.844067E-01,-1.369361E+00,-6.360231E-01,1.138434E+00,5.025958E-01
1.485000000000E+02,1.340885E+00,3.908120E-01,-1.248237E+00,-5.174664E-01,1.032406E+00,4.054195E-01
1.490000000000E+02,1.238245E+00,3.056621E-01,-1.127092E+00,-4.091631E-01,9.273351E-01,3.166875E-01
1.495000000000E+02,1.172394E+00,2.690092E-01,-1.048802E+00,-3.613430E-01,8.603900E-01,2.780865E-01
1.500000000000E+02,1.077012E+00,2.121521E-01,-9.353210E-01,-2.877368E-01,7.630237E-01,2.177855E-01
1.505000000000E+02,1.026459E+00,1.865103E-01,-8.750606E-01,-2.539464E-01,7.108733E-01,1.907582E-01
1.510000000000E+02,9.759640E-01,1.653910E-01,-8.158435E-01,-2.256026E-01,6.600318E-01,1.688266E-01
1.515000000000E+02,9.188945E-01,1.416525E-01,-7.491856E-01,-1.943240E-01,6.028211E-01,1.443676E-01
1.520000000000E+02,8.772901E-01,1.262257E-01,-7.013692E-01,-1.732077E-01,5.617527E-01,1.273732E-01
1.525000000000E+02,8.421483E-01,1.151649E-01,-6.604232E-01,-1.566854E-01,5.272493E-01,1.144334E-01
1.530000000000E+02,8.094587E-01,1.055155E-01,-6.226137E-01,-1.420235E-01,4.945831E-01,1.031041E-01
1.535000000000E+02,7.778381E-01,9.795929E-02,-5.875248E-01,-1.294880E-01,4.648272E-01,9.372440E-02
1.540000000000E+02,7.458013E-01,9.683584E-02,-5.516938E-01,-1.230934E-01,4.335985E-01,9.057537E-02
1.545000000000E+02,7.220973E-01,9.525421E-02,-5.255945E-01,-1.166358E-01,4.105844E-01,8.645359E-02
1.550000000000E+02,7.029195E-01,9.282396E-02,-5.050489E-01,-1.086971E-01,3.924199E-01,8.074015E-02
1.555000000000E+02,6.857788E-01,9.167917E-02,-4.862931E-01,-1.014130E-01,3.747728E-01,7.639518E-02
1.560000000000E+02,6.649253E-01,9.220656E-02,-4.647285E-01,-9.264792E-02,3.536787E-01,7.257674E-02
1.565000000000E+02,6.501620E-01,9.705789E-02,-4.487462E-01,-8.520163E-02,3.390778E-01,7.138383E-02
1.570000000000E+02,6.417844E-01,1.068885E-01,-4.325646E-01,-7.282884E-02,3.272743E-01,7.068358E-02
1.575000000000E+02,6.467454E-01,1.154013E-01,-4.128136E-01,-5.737182E-02,3.186912E-01,6.699309E-02
1.580000000000E+02,6.610735E-01,1.015405E-01,-3.844071E-01,-5.202601E-02,3.109258E-01,5.985487E-02
1.585000000000E+02,6.597835E-01,7.500883E-02,-3.642180E-01,-5.352959E-02,3.015529E-01,5.057628E-02
1.590000000000E+02,6.439500E-01,5.690507E-02,-3.508458E-01,-5.376597E-02,2.893360E-01,4.309702E-02
1.595000000000E+02,6.292400E-01,4.716295E-02,-3.410270E-01,-5.318065E-02,2.781807E-01,3.903080E-02
1.600000000000E+02,6.119716E-01,3.983895E-02,-3.286782E-01,-5.109039E-02,2.649432E-01,3.482044E-02
1.605000000000E+02,6.007230E-01,3.658546E-02,-3.203206E-01,-4.924943E-02,2.563469E-01,3.233144E-02
1.610000000000E+02,5.855251E-01,3.212979E-02,-3.072866E-01,-4.660129E-02,2.439831E-01,2.980134E-02
1.615000000000E+02,5.747831E-01,2.953672E-02,-2.980618E-01,-4.447848E-02,2.353933E-01,2.828234E-02
1.620000000000E+02,5.658014E-01,2.786660E-02,-2.905188E-01,-4.279771E-02,2.290339E-01,2.721292E-02
1.625000000000E+02,5.577202E-01,2.592456E-02,-2.837216E-01,-4.063950E-02,2.228034E-01,2.501206E-02
1.630000000000E+02,5.442981E-01,2.435948E-02,-2.700289E-01,-3.859415E-02,2.099729E-01,2.279238E-02
1.635000000000E+02,5.378354E-01,2.288743E-02,-2.633995E-01,-3.706372E-02,2.049460E-01,2.182563E-02
1.640000000000E+02,5.326396E-01,2.197636E-02,-2.584496E-01,-3.609457E-02,2.010011E-01,2.135943E-02
1.645000000000E+02,5.232985E-01,1.994604E-02,-2.491018E-01,-3.372504E-02,1.924627E-01,1.935208E-02
1.650000000000E+02,5.179779E-01,1.920366E-02,-2.434656E-01,-3.282013E-02,1.877276E-01,1.893808E-02
1.655000000000E+02,5.105028E-01,1.854470E-02,-2.352719E-01,-3.199732E-02,1.811931E-01,1.849035E-02
1.660000000000E+02,5.057577E-01,1.801650E-02,-2.306467E-01,-3.114937E-02,1.774947E-01,1.741045E-02
1.665000000000E+02,4.978807E-01,1.704261E-02,-2.221949E-01,-3.007226E-02,1.702947E-01,1.650836E-02
1.670000000000E+02,4.933978E-01,1.639774E-02,-2.175413E-01,-2.888035E-02,1.665981E-01,1.584377E-02
1.675000000000E+02,4.874248E-01,1.502205E-02,-2.117371E-01,-2.762695E-02,1.615534E-01,1.516512E-02
1.680000000000E+02,4.827947E-01,1.458636E-02,-2.074773E-01,-2.744435E-02,1.578335E-01,1.516282E-02
1.685000000000E+02,4.777448E-01,1.461098E-02,-2.027142E-01,-2.704204E-02,1.542463E-01,1.431103E-02
1.690000000000E+02,4.732350E-01,1.366394E-02,-1.973401E-01,-2.596452E-02,1.495188E-01,1.384060E-02
1.695000000000E+02,4.679629E-01,1.298784E-02,-1.917316E-01,-2.522254E-02,1.453719E-01,1.409955E-02
1.700000000000E+02,4.632550E-01,1.279080E-02,-1.869951E-01,-2.423961E-02,1.413136E-01,1.346772E-02
1.705000000000E+02,4.597772E-01,1.172673E-02,-1.832111E-01,-2.365204E-02,1.380172E-01,1.280965E-02
1.710000000000E+02,4.568434E-01,1.133040E-02,-1.800612E-01,-2.317879E-02,1.353208E-01,1.217683E-02
1.715000000000E+02,4.528051E-01,1.095268E-02,-1.761139E-01,-2.229152E-02,1.321498E-01,1.095400E-02
1.720000000000E+02,4.489080E-01,1.116588E-02,-1.721277E-01,-2.185970E-02,1.292210E-01,1.119614E-02
1.725000000000E+02,4.449456E-01,1.061052E-02,-1.678226E-01,-2.153396E-02,1.254380E-01,1.179705E-02
1.730000000000E+02,4.408367E-01,1.010663E-02,-1.638262E-01,-2.090016E-02,1.220143E-01,1.070348E-02
1.735000000000E+02,4.381413E-01,9.884933E-03,-1.610847E-01,-2.035549E-02,1.203078E-01,9.681305E-03
1.740000000000E+02,4.348508E-01,9.576243E-03,-1.575933E-01,-1.967403E-02,1.175856E-01,9.248643E-03
1.745000000000E+02,4.319020E-01,9.441013E-03,-1.547468E-01,-1.974992E-02,1.150742E-01,9.470342E-03
1.750000000000E+02,4.284793E-01,9.266473E-03,-1.515198E-01,-1.933492E-02,1.123858E-01,9.614581E-03
1.755000000000E+02,4.257915E-01,8.754507E-03,-1.483601E-01,-1.885388E-02,1.101127E-01,9.098126E-03
1.760000000000E+02,4.233898E-01,8.785578E-03,-1.455519E-01,-1.849115E-02,1.073962E-01,8.437219E-03
1.765000000000E+02,4.204620E-01,8.608062E-03,-1.425762E-01,-1.807192E-02,1.051916E-01,8.451710E-03
1.770000000000E+02,4.176660E-01,8.272545E-03,-1.401889E-01,-1.776330E-02,1.035841E-01,8.559664E-03
1.775000000000E+02,4.149669E-01,7.713685E-03,-1.375310E-01,-1.685486E-02,1.013809E-01,7.956579E-03
1.780000000000E+02,4.122942E-01,7.679688E-03,-1.343516E-01,-1.716751E-02,9.932892E-02,7.690671E-03
1.785000000000E+02,4.099665E-01,7.763139E-03,-1.321797E-01,-1.721364E-02,9.764779E-02,7.601199E-03
1.790000000000E+02,4.079172E-01,7.553868E-03,-1.300853E-01,-1.694086E-02,9.619512E-02,7.136332E-03
1.795000000000E+02,4.056691E-01,7.572191E-03,-1.276304E-01,-1.661658E-02,9.405604E-02,7.245233E-03
1.800000000000E+02,4.033400E-01,8.086730E-03,-1.254017E-01,-1.665930E-02,9.199868E-02,7.447070E-03
1.805000000000E+02,4.011531E-01,7.572181E-03,-1.230608E-01,-1.621381E-02,9.016493E-02,6.967680E-03
1.810000000000E+02,3.981728E-01,7.252596E-03,-1.205887E-01,-1.613241E-02,8.837175E-02,6.814357E-03
1.815000000000E+02,3.962538E-01,7.008240E-03,-1.184268E-01,-1.591891E-02,8.680236E-02,6.768088E-03
1.820000000000E+02,3.948542E-01,6.706759E-03,-1.168214E-01,-1.536196E-02,8.565602E-02,6.542211E-03
1.825000000000E+02,3.926740E-01,6.291857E-03,-1.145861E-01,-1.489149E-02,8.433523E-02,5.716028E-03
1.830000000000E+02,3.901820E-01,6.389504E-03,-1.121394E-01,-1.510281E-02,8.261549E-02,5.991142E-03
1.835000000000E+02,3.884991E-01,6.200167E-03,-1.106703E-01,-1.483141E-02,8.098653E-02,6.385265E-03
1.840000000000E+02,3.867704E-01,6.186555E-03,-1.090436E-01,-1.469943E-02,7.940529E-02,6.577233E-03
1.845000000000E+02,3.850394E-01,6.252352E-03,-1.069962E-01,-1.492681E-02,7.789740E-02,6.367804E-03
1.850000000000E+02,3.832756E-01,6.045905E-03,-1.052253E-01,-1.469161E-02,7.665339E-02,6.008794E-03
1.855000000000E+02,3.816718E-01,6.273748E-03,-1.036118E-01,-1.459049E-02,7.582872E-02,6.026038E-03
1.860000000000E+02,3.796830E-01,6.219629E-03,-1.017127E-01,-1.434257E-02,7.436144E-02,5.648022E-03
1.865000000000E+02,3.779392E-01,6.081163E-03,-1.003784E-01,-1.394244E-02,7.300542E-02,5.677437E-03
1.870000000000E+02,3.765201E-01,5.667788E-03,-9.927350E-02,-1.406903E-02,7.172439E-02,5.777235E-03
1.875000000000E+02,3.744852E-01,5.701170E-03,-9.680629E-02,-1.374087E-02,7.021827E-02,5.534826E-03
1.880000000000E+02,3.736573E-01,5.849860E-03,-9.563612E-02,-1.367579E-02,6.972376E-02,5.477312E-03
1.885000000000E+02,3.722892E-01,5.997840E-03,-9.417428E-02,-1.328590E-02,6.855005E-02,5.677565E-03
1.890000000000E+02,3.701865E-01,5.730642E-03,-9.252151E-02,-1.294063E-02,6.732027E-02,5.210860E-03
1.895000000000E+02,3.690841E-01,5.598442E-03,-9.161678E-02,-1.287488E-02,6.669892E-02,5.127141E-03
1.900000000000E+02,3.680019E-01,5.358618E-03,-9.041915E-02,-1.299492E-02,6.566080E-02,4.972512E-03
1.905000000000E+02,3.666082E-01,5.523705E-03,-8.927175E-02,-1.292964E-02,6.416634E-02,5.129334E-03
1.910000000000E+02,3.651620E-01,5.357705E-03,-8.748997E-02,-1.271014E-02,6.294759E-02,4.613775E-03
1.915000000000E+02,3.634999E-01,5.249794E-03,-8.586755E-02,-1.290307E-02,6.208293E-02,4.292484E-03
1.920000000000E+02,3.621322E-01,5.302682E-03,-8.495206E-02,-1.316412E-02,6.143288E-02,4.971902E-03
1.925000000000E+02,3.608481E-01,5.563711E-03,-8.388058E-02,-1.289481E-02,6.055730E-02,5.063062E-03
1.930000000000E+02,3.597073E-01,5.461412E-03,-8.271889E-02,-1.244804E-02,5.980258E-02,5.080480E-03
1.935000000000E+02,3.582279E-01,4.842451E-03,-8.138422E-02,-1.236297E-02,5.882672E-02,4.749459E-03
1.940000000000E+02,3.570608E-01,4.783754E-03,-8.018138E-02,-1.203536E-02,5.799394E-02,4.756195E-03
1.945000000000E+02,3.560665E-01,5.375561E-03,-7.892396E-02,-1.181718E-02,5.732867E-02,4.525017E-03
1.950000000000E+02,3.548549E-01,5.383769E-03,-7.768723E-02,-1.203888E-02,5.626795E-02,4.339141E-03
1.955000000000E+02,3.534459E-01,5.287776E-03,-7.666306E-02,-1.203072E-02,5.549638E-02,4.299236E-03
1.960000000000E+02,3.523939E-01,5.326713E-03,-7.568534E-02,-1.192374E-02,5.466869E-02,4.191701E-03
1.965000000000E+02,3.512731E-01,5.241375E-03,-7.492030E-02,-1.169394E-02,5.406440E-02,4.471424E-03
1.970000000000E+02,3.500167E-01,5.174991E-03,-7.359010E-02,-1.189174E-02,5.344604E-02,4.637927E-03
1.975000000000E+02,3.490830E-01,5.002802E-03,-7.246398E-02,-1.201796E-02,5.273115E-02,4.472576E-03
1.980000000000E+02,3.480423E-01,5.055754E-03,-7.180081E-02,-1.179289E-02,5.215574E-02,3.994673E-03
1.985000000000E+02,3.466193E-01,5.275847E-03,-7.022093E-02,-1.153861E-02,5.093024E-02,3.926948E-03
1.990000000000E+02,3.458736E-01,5.079804E-03,-6.945249E-02,-1.134273E-02,5.073921E-02,3.879442E-03
1.995000000000E+02,3.450799E-01,4.987890E-03,-6.835175E-02,-1.156349E-02,5.027984E-02,3.684643E-03
2.000000000000E+02,3.440613E-01,4.871868E-03,-6.800950E-02,-1.176005E-02,4.973033E-02,4.091756E-03
2.005000000000E+02,3.431539E-01,5.107759E-03,-6.700263E-02,-1.166394E-02,4.907497E-02,3.928400E-03
2.010000000000E+02,3.420367E-01,5.121864E-03,-6.587777E-02,-1.162420E-02,4.845317E-02,4.016809E-03
2.015000000000E+02,3.411214E-01,4.702474E-03,-6.499653E-02,-1.139841E-02,4.757202E-02,3.700498E-03
2.020000000000E+02,3.402441E-01,4.836195E-03,-6.403805E-02,-1.094601E-02,4.692606E-02,3.864055E-03
2.025000000000E+02,3.394779E-01,4.981694E-03,-6.369966E-02,-1.064165E-02,4.635337E-02,3.913324E-03
2.030000000000E+02,3.383798E-01,4.967147E-03,-6.257893E-02,-1.088941E-02,4.566346E-02,3.688598E-03
2.035000000000E+02,3.375929E-01,4.785102E-03,-6.180294E-02,-1.101298E-02,4.539770E-02,3.793871E-03
2.040000000000E+02,3.365725E-01,4.748865E-03,-6.114057E-02,-1.070570E-02,4.481220E-02,3.914916E-03
2.045000000000E+02,3.357132E-01,4.808237E-03,-6.038862E-02,-1.079774E-02,4.423459E-02,3.854535E-03
2.050000000000E+02,3.348632E-01,4.607140E-03,-5.953525E-02,-1.068006E-02,4.396945E-02,3.700754E-03
2.055000000000E+02,3.337481E-01,4.731801E-03,-5.828183E-02,-1.112627E-02,4.334972E-02,3.387920E-03
2.060000000000E+02,3.334004E-01,4.515434E-03,-5.774349E-02,-1.118448E-02,4.264916E-02,3.511751E-03
2.065000000000E+02,3.322646E-01,4.483089E-03,-5.688245E-02,-1.078930E-02,4.188920E-02,3.348533E-03
2.070000000000E+02,3.313093E-01,4.807731E-03,-5.614796E-02,-1.095441E-02,4.125047E-02,3.158788E-03
2.075000000000E+02,3.307716E-01,4.923424E-03,-5.572125E-02,-1.108983E-02,4.100310E-02,3.249282E-03
2.080000000000E+02,3.297548E-01,4.752810E-03,-5.507137E-02,-1.082503E-02,4.085312E-02,3.215963E-03
2.085000000000E+02,3.286984E-01,4.829679E-03,-5.437357E-02,-1.011073E-02,4.060223E-02,3.114682E-03
2.090000000000E+02,3.280816E-01,4.757638E-03,-5.344669E-02,-9.944854E-03,3.993015E-02,3.291613E-03
2.095000000000E+02,3.275729E-01,4.483514E-03,-5.282636E-02,-1.046371E-02,3.915561E-02,3.484820E-03
2.100000000000E+02,3.269927E-01,4.626359E-03,-5.227691E-02,-1.063332E-02,3.881745E-02,3.249645E-03
2.105000000000E+02,3.260942E-01,4.676083E-03,-5.150139E-02,-1.038440E-02,3.837009E-02,2.905475E-03
2.110000000000E+02,3.247877E-01,4.556899E-03,-5.022933E-02,-1.067791E-02,3.717527E-02,3.112032E-03
2.115000000000E+02,3.242611E-01,4.731060E-03,-4.999434E-02,-1.062700E-02,3.720064E-02,3.251367E-03
2.120000000000E+02,3.236546E-01,4.621509E-03,-4.942666E-02,-1.040056E-02,3.688429E-02,3.257250E-03
2.125000000000E+02,3.234787E-01,4.428784E-03,-4.943199E-02,-1.003411E-02,3.657458E-02,2.940361E-03
2.130000000000E+02,3.226209E-01,4.638446E-03,-4.863344E-02,-9.874452E-03,3.662148E-02,2.412269E-03
2.135000000000E+02,3.216392E-01,4.853620E-03,-4.789766E-02,-1.060552E-02,3.637033E-02,2.972109E-03
2.140000000000E+02,3.208339E-01,4.623276E-03,-4.697835E-02,-1.054232E-02,3.525602E-02,3.324839E-03
2.145000000000E+02,3.201949E-01,4.616325E-03,-4.605754E-02,-1.032752E-02,3.439781E-02,2.974082E-03
2.150000000000E+02,3.193780E-01,4.732390E-03,-4.528671E-02,-1.025657E-02,3.456655E-02,2.859475E-03
2.155000000000E+02,3.184872E-01,4.891104E-03,-4.507346E-02,-1.040020E-02,3.479251E-02,2.976851E-03
2.160000000000E+02,3.180876E-01,5.114798E-03,-4.464183E-02,-1.039088E-02,3.499383E-02,2.704753E-03
2.165000000000E+02,3.172126E-01,5.006440E-03,-4.357772E-02,-1.056270E-02,3.411555E-02,2.921227E-03
2.170000000000E+02,3.165484E-01,4.760418E-03,-4.303393E-02,-1.067448E-02,3.325470E-02,3.312945E-03
2.175000000000E+02,3.161899E-01,4.554870E-03,-4.275466E-02,-1.056314E-02,3.288661E-02,3.150559E-03
2.180000000000E+02,3.155612E-01,4.345451E-03,-4.214795E-02,-1.044957E-02,3.274008E-02,3.033951E-03
2.185000000000E+02,3.146354E-01,4.622960E-03,-4.166462E-02,-1.008101E-02,3.179458E-02,3.014710E-03
2.190000000000E+02,3.135347E-01,4.961999E-03,-4.113579E-02,-9.865949E-03,3.158911E-02,2.453294E-03
2.195000000000E+02,3.132493E-01,5.403421E-03,-4.097917E-02,-1.034346E-02,3.213974E-02,2.902753E-03
2.200000000000E+02,3.126713E-01,5.630059E-03,-4.106911E-02,-1.101582E-02,3.272773E-02,3.548853E-03
2.205000000000E+02,3.118293E-01,4.910268E-03,-3.994669E-02,-1.065718E-02,3.079059E-02,2.145587E-03
2.210000000000E+02,3.113038E-01,4.462797E-03,-3.871686E-02,-1.074934E-02,2.985500E-02,2.083339E-03
2.215000000000E+02,3.104950E-01,4.628377E-03,-3.832328E-02,-1.047042E-02,2.957253E-02,2.093658E-03
2.220000000000E+02,3.099309E-01,4.874988E-03,-3.806010E-02,-1.008422E-02,2.968552E-02,1.835170E-03
2.225000000000E+02,3.092445E-01,5.268033E-03,-3.741794E-02,-1.041789E-02,3.032736E-02,2.601210E-03
2.230000000000E+02,3.085090E-01,5.516741E-03,-3.700418E-02,-1.047251E-02,2.977783E-02,2.441950E-03
2.235000000000E+02,3.080412E-01,5.345338E-03,-3.672295E-02,-1.028315E-02,2.999957E-02,2.267267E-03
2.240000000000E+02,3.074406E-01,5.484799E-03,-3.607837E-02,-1.070327E-02,3.017540E-02,2.706653E-03
2.245000000000E+02,3.067801E-01,5.084841E-03,-3.595897E-02,-1.075186E-02,2.982876E-02,1.855351E-03
2.250000000000E+02,3.061103E-01,5.546023E-03,-3.521640E-02,-1.176528E-02,2.884769E-02,2.415685E-03
2.255000000000E+02,3.049367E-01,5.896104E-03,-3.451904E-02,-1.110122E-02,2.859811E-02,2.263546E-03
2.260000000000E+02,3.038211E-01,5.727881E-03,-3.359158E-02,-1.082796E-02,2.811534E-02,2.549189E-03
2.265000000000E+02,3.033996E-01,6.417602E-03,-3.300882E-02,-1.105371E-02,2.818558E-02,2.817006E-03
2.270000000000E+02,3.027259E-01,6.990907E-03,-3.263852E-02,-1.164906E-02,2.836646E-02,2.675273E-03
2.275000000000E+02,3.020414E-01,7.477711E-03,-3.199281E-02,-1.220317E-02,2.781040E-02,1.876980E-03
2.280000000000E+02,3.015882E-01,8.023098E-03,-3.156346E-02,-1.270073E-02,2.777391E-02,1.611376E-03
